"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","485","Meter transaction events — by consumer category, month by month, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Meter transaction events — by consumer category, month by month, consumer meters only","Meter transaction events","eventdatatransaction",""
"","1","IND-UL-DB-007 — Event priorities COUNT + each priority exists in DB","utils-lookup","2026-09-15","skipped","2026-09-15","IND-UL-DB-007 — Event priorities COUNT + each priority exists in DB","UTILS-LOOKUP — Catalog DB cross-validation","lookup-catalogs.db",""
"","12350","Scoped roles see subset of admin hierarchy and DTR counts","asset-management","2026-09-15","passed","2026-09-15","Scoped roles see subset of admin hierarchy and DTR counts","Asset Management — Data Scope Coverage","asset-management-scope",""
"","253","What kinds of events happened — by consumer category, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","What kinds of events happened — by consumer category, DTR meters only","What kinds of events happened","event-classification",""
"","237","Power problems — saved screen shape","mis-dashboard","2026-09-15","passed","2026-09-15","Power problems — saved screen shape","Saved screen shape","mis-dashboard.contract",""
"","1442","Consumption chart — daily usage for the consumer","consumers","2026-09-15","passed","2026-09-15","Consumption chart — daily usage for the consumer","Consumption chart","energyconsumptiongraph",""
"","237","Meter transaction events — organisation 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Meter transaction events — organisation 0 is rejected","Meter transaction events","eventdatatransaction",""
"","303","Urgency level 1 events — week by week, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 1 events — week by week, DTR meters only","Urgency level events","eventpriority",""
"","1790","Min-max voltage — page 0 is rejected (page must start at 1)","reports","2026-09-15","passed","2026-09-15","Min-max voltage — page 0 is rejected (page must start at 1)","Min-max voltage report","minmaxvoltage",""
"","3160","Power problems — by meter type, month by month, all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Power problems — by meter type, month by month, all meters","Power problems","eventdatapower",""
"","4","IND-RPT-ABE-IVRS-CONTRACT-001 — By-IVRS PATCH success response keys contract","revenue-protection","2026-09-15","passed","2026-09-15","IND-RPT-ABE-IVRS-CONTRACT-001 — By-IVRS PATCH success response keys contract","Revenue Protection — Aberration Entry By IVRS Contract Snapshot","aberration-entry-by-ivrs.contract",""
"","484","Urgency level 1 events — a missing time range falls back to day by day","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 1 events — a missing time range falls back to day by day","Urgency level events","eventpriority",""
"","96","Sample chart — months with no energy yet, each month listed once","dtrs","2026-09-15","passed","2026-09-15","Sample chart — months with no energy yet, each month listed once","DTR energy over time","dtrdailythresholdchart",""
"","2434","Talking vs not talking overview — missing end date uses the start date","mis-dashboard","2026-09-15","passed","2026-09-15","Talking vs not talking overview — missing end date uses the start date","Talking vs not talking overview","communication-overview",""
"","1095","Events that did not roll over — by consumer category, month by month, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Events that did not roll over — by consumer category, month by month, DTR meters only","Events that did not roll over","eventdatanonrollover",""
"","1108","Urgency level 2 events — day by day, consumer meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 2 events — day by day, consumer meters only","Urgency level events","eventpriority",""
"","1056","Event report — a page past the last page shows no records","reports","2026-09-15","passed","2026-09-15","Event report — a page past the last page shows no records","Event report","eventreport",""
"","15230","Validate POST /commands/meter-location — unknown node returns error","hes-commands","2026-09-15","passed","2026-09-15","Validate POST /commands/meter-location — unknown node returns error","HES Commands — Meter Location","commands-meter-location",""
"","941","Feeder profile — name, status, parent DTR, and overview cards load","feeder","2026-09-15","passed","2026-09-15","Feeder profile — name, status, parent DTR, and overview cards load","Feeder profile","feederprofile",""
"","448","Pattern Consumption Last Three Contract Snapshot","consumption","2026-09-15","passed","2026-09-15","Pattern Consumption Last Three Contract Snapshot","CONSUMPTION — Contract Snapshots","consumption.contract",""
"","241","Urgency level 1 events — organisation 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency level 1 events — organisation 0 is rejected","Urgency level events","eventpriority",""
"","245","Event summary — screen shape is unchanged","consumers","2026-09-15","passed","2026-09-15","Event summary — screen shape is unchanged","Consumers — screen shape checks","consumers.contract",""
"","994","Home dashboard — charts and pie charts load","overall-dashboard","2026-09-15","passed","2026-09-15","Home dashboard — charts and pie charts load","Home dashboard","dashboardmetrics",""
"","246","Talking vs not talking overview — start date after end date is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Talking vs not talking overview — start date after end date is rejected","Talking vs not talking overview","communication-overview",""
"","247","Power Factor Violation — household plus non-household meters add up to the full total","commericial-analysis","2026-09-15","passed","2026-09-15","Power Factor Violation — household plus non-household meters add up to the full total","Power Factor Violation report","powerfactor",""
"","251","Event summary — by meter type, week by week, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Event summary — by meter type, week by week, DTR meters only","Event summary","eventdata",""
"","1030","Day-by-day billing — searching by a meter number returns only that meter","billing","2026-09-15","passed","2026-09-15","Day-by-day billing — searching by a meter number returns only that meter","Day-by-day billing list","daywisebilling",""
"","22449","Validate POST /commands/payment → query-meter-job — last_token_recharge_amount_get E2E","hes-commands","2026-09-15","passed","2026-09-15","Validate POST /commands/payment → query-meter-job — last_token_recharge_amount_get E2E","HES Commands — Payment (E2E)","commands-payment",""
"","390","Payment contracts — field names stay the same","utils-lookup","2026-09-15","passed","2026-09-15","Payment contracts — field names stay the same","Utils lookup — contract snapshots","utils-lookup.contract",""
"","1474","Consumer report — fromDate after toDate is rejected","reports","2026-09-15","passed","2026-09-15","Consumer report — fromDate after toDate is rejected","Consumer report","consumerreport",""
"","42283","DTR summary cards — response shape stays the same","dashboard","2026-09-15","passed","2026-09-15","DTR summary cards — response shape stays the same","Dashboard — response shape","dashboard.contract",""
"","1333","DTR events — page two of the list","dtrs","2026-09-15","passed","2026-09-15","DTR events — page two of the list","DTR events","dtrevents",""
"","8196","Abnormal High — household: billing data is not ready yet","commericial-analysis","2026-09-15","passed","2026-09-15","Abnormal High — household: billing data is not ready yet","Consumption Compare report","consumptioncompare",""
"","1612","Billing MD snapshot — column and field names stay the same","reports","2026-09-15","passed","2026-09-15","Billing MD snapshot — column and field names stay the same","Reports — contract snapshots","reports.contract",""
"","987","device manufacturers — ids and names are unique","utils-lookup","2026-09-15","passed","2026-09-15","UTILS-LOOKUP › utils › lookup-catalog.harness.ts › Device manufacturers › device manufacturers — ids and names are unique","indoore_backend_testing","modules/UTILS-LOOKUP/tests/devicemanufacturer",""
